单号,货品编码,货品名称,仓库名称,出入库时间,单据类型,库存类型,出入数量,结存数量,ERP订单号,外部流水号
LBX0325661713564666,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:43:33,交易出库,可销售库存,-1,1546,150667393649187071,150667393649187071
LBX0325661713564666,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:43:33,交易出库,可销售库存,-1,1821,150667393649187071,150667393649187071
LBX0325661713564664,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:43:33,交易出库,可销售库存,-1,1545,150194911162143706,150194911162143706
LBX0325661713564664,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:43:33,交易出库,可销售库存,-1,1820,150194911162143706,150194911162143706
LBX0325661713555852,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:43:33,交易出库,可销售库存,-1,1548,149992302376290604,149992302376290604
LBX0325661713555852,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:43:33,交易出库,可销售库存,-1,1823,149992302376290604,149992302376290604
LBX0325661713550725,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:43:33,交易出库,可销售库存,-1,1547,136388003189995138,136388003189995138
LBX0325661713550725,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:43:33,交易出库,可销售库存,-1,1822,136388003189995138,136388003189995138
LBX0325661713554929,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:37,交易出库,可销售库存,-1,1549,149566169000232305,149566169000232305
LBX0325661713554929,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:37,交易出库,可销售库存,-2,1824,149566169000232305,149566169000232305
LBX0325661713552730,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:37,交易出库,可销售库存,-2,1550,150392992603543278,150392992603543278
LBX0325661713551894,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:25,交易出库,可销售库存,-1,1552,150297625596256397,150297625596256397
LBX0325661713565452,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,1557,136193765472097136,136193765472097136
LBX0325661713565452,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,1829,136193765472097136,136193765472097136
LBX0325661713551896,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,1555,149930618277059229,149930618277059229
LBX0325661713551896,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,1828,149930618277059229,149930618277059229
LBX0325661713552726,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,1556,149561604432314015,149561604432314015
LBX0325661713558756,XY521077912497,Graceland Fruit 蓝莓果干 1000克,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,70,136465028376315752,136465028376315752
LBX0325661713558756,XY521068155265,Graceland Fruit 整粒蔓越莓果干 1000克,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,60,136465028376315752,136465028376315752
LBX0325661713557591,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,1553,136431401706669357,136431401706669357
LBX0325661713557591,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,1826,136431401706669357,136431401706669357
LBX0325661713565456,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,1554,150648464222515868,150648464222515868
LBX0325661713565456,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:13,交易出库,可销售库存,-1,1827,150648464222515868,150648464222515868
LBX0325661713557588,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-20 17:42:01,交易出库,可销售库存,-2,298,150560406710271169,150560406710271169
LBX0325661713550728,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:01,交易出库,可销售库存,-2,1558,150602742822874197,150602742822874197
LBX0325661713550728,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:01,交易出库,可销售库存,-1,1830,150602742822874197,150602742822874197
LBX0325661713551897,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:01,交易出库,可销售库存,-2,1560,149792269278104600,149792269278104600
LBX0325661713551897,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:01,交易出库,可销售库存,-2,1831,149792269278104600,149792269278104600
LBX0325661713551890,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:42:01,交易出库,可销售库存,-1,1562,136119509363827630,136119509363827630
LBX0325661713551900,XY521077912497,Graceland Fruit 蓝莓果干 1000克,菜鸟上海保税1号仓,2018-04-20 17:42:01,交易出库,可销售库存,-1,71,136439242835860636,136439242835860636
LBX0325661713548793,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:41:39,交易出库,可销售库存,-2,1563,150316413912963186,150316413912963186
LBX0325661713556898,XY521068155265,Graceland Fruit 整粒蔓越莓果干 1000克,菜鸟上海保税1号仓,2018-04-20 17:41:16,交易出库,可销售库存,-1,62,136385173706040154,136385173706040154
LBX0325661713567286,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:41:16,交易出库,可销售库存,-1,1565,149759760066826825,149759760066826825
LBX0325661713567286,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:41:16,交易出库,可销售库存,-1,1833,149759760066826825,149759760066826825
LBX0325661713559706,XY521068155265,Graceland Fruit 整粒蔓越莓果干 1000克,菜鸟上海保税1号仓,2018-04-20 17:41:16,交易出库,可销售库存,-1,61,136346169967631138,136346169967631138
LBX0325661713566539,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:41:16,交易出库,可销售库存,-1,1566,149745200667114926,149745200667114926
LBX0325661713566539,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:41:16,交易出库,可销售库存,-1,1834,149745200667114926,149745200667114926
LBX0325661713558746,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:41:16,交易出库,可销售库存,-1,1567,149909367091207519,149909367091207519
LBX0325661713558746,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:41:16,交易出库,可销售库存,-1,1835,149909367091207519,149909367091207519
LBX0325661713552724,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:53,交易出库,可销售库存,-1,1569,136178759539410130,136178759539410130
LBX0325661713550717,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:53,交易出库,可销售库存,-1,1571,136132474026743947,136132474026743947
LBX0325661713546834,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:53,交易出库,可销售库存,-1,1570,149756177195590914,149756177195590914
LBX0325661713566549,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:53,交易出库,可销售库存,-1,1568,150667281540140566,150667281540140566
LBX0325661713566549,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:53,交易出库,可销售库存,-1,1836,150667281540140566,150667281540140566
LBX0325661713556904,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-20 17:40:53,交易出库,可销售库存,-2,498,150754726815866080,150754726815866080
LBX0325661713558747,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:53,交易出库,可销售库存,-1,1572,150318429329963474,150318429329963474
LBX0325661713558747,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:53,交易出库,可销售库存,-1,1837,150318429329963474,150318429329963474
LBX0325661713566550,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:29,交易出库,可销售库存,-1,1573,149927845746058801,149927845746058801
LBX0325661713566550,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:29,交易出库,可销售库存,-1,1838,149927845746058801,149927845746058801
LBX0325661713554932,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:17,交易出库,可销售库存,-1,1579,149774378317171810,149774378317171810
LBX0325661713554932,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:17,交易出库,可销售库存,-1,1840,149774378317171810,149774378317171810
LBX0325661713546829,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:17,交易出库,可销售库存,-1,1578,150306781237888490,150306781237888490
LBX0325661713556893,XY521074249153,Graceland Fruit 酸樱桃果干 1000克,菜鸟上海保税1号仓,2018-04-20 17:40:17,交易出库,可销售库存,-1,118,136292045067663555,136292045067663555
LBX0325661713551899,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:17,交易出库,可销售库存,-2,1574,150548785420750689,150548785420750689
LBX0325661713558749,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:17,交易出库,可销售库存,-1,1576,149778016903202323,149778016903202323
LBX0325661713558749,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:17,交易出库,可销售库存,-1,1839,149778016903202323,149778016903202323
LBX0325661713549919,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:17,交易出库,可销售库存,-1,1577,150508718733736966,150508718733736966
LBX0325661713557573,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:40:17,交易出库,可销售库存,-1,1841,150190778169408990,150190778169408990
LBX0325661713550721,XY521077912497,Graceland Fruit 蓝莓果干 1000克,菜鸟上海保税1号仓,2018-04-20 17:39:54,交易出库,可销售库存,-1,72,136142272511820448,136142272511820448
LBX0325661713549910,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:39:54,交易出库,可销售库存,-1,1581,150166249936661368,150166249936661368
LBX0325661713549911,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:39:54,交易出库,可销售库存,-1,1580,136233555214605130,136233555214605130
LBX0325661713567290,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:38:58,交易出库,可销售库存,-1,1582,149845301205493110,149845301205493110
LBX0325661713567290,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:38:58,交易出库,可销售库存,-1,1842,149845301205493110,149845301205493110
LBX0325661713558750,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:38:58,交易出库,可销售库存,-1,1583,150499898725307586,150499898725307586
LBX0325661713558750,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:38:58,交易出库,可销售库存,-1,1843,150499898725307586,150499898725307586
LBX0325661713548791,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:38:58,交易出库,可销售库存,-1,1584,136237558718542530,136237558718542530
LBX0325661713548787,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:38:24,交易出库,可销售库存,-1,1585,149879939394225803,149879939394225803
LBX0325661713568292,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:38:13,交易出库,可销售库存,-1,1586,136327831539303847,136327831539303847
LBX0325661713568292,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:38:13,交易出库,可销售库存,-1,1844,136327831539303847,136327831539303847
LBX0325661713546826,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:38:01,交易出库,可销售库存,-1,1845,150206821332329265,150206821332329265
LBX0325661713568295,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:37:50,交易出库,可销售库存,-1,1587,136334717610670557,136334717610670557
LBX0325661713568295,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:37:50,交易出库,可销售库存,-1,1846,136334717610670557,136334717610670557
LBX0325661713549909,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:37:39,交易出库,可销售库存,-1,1847,136181167796003647,136181167796003647
LBX0325661713546828,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:37:16,交易出库,可销售库存,-1,1848,150300228671506892,150300228671506892
LBX0325661713548783,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:37:05,交易出库,可销售库存,-1,1849,150218244987932867,150218244987932867
LBX0325661713570304,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:36:53,交易出库,可销售库存,-1,1588,150057179353200127,150057179353200127
LBX0325661713570304,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:36:53,交易出库,可销售库存,-1,1850,150057179353200127,150057179353200127
LBX0325661713567281,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:36:53,交易出库,可销售库存,-1,1851,136120321608195435,136120321608195435
LBX0325661713548785,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:36:30,交易出库,可销售库存,-1,1853,136124885767396639,136124885767396639
LBX0325661713564665,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:36:30,交易出库,可销售库存,-1,1852,136481466388546950,136481466388546950
LBX0325661713550720,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:36:19,交易出库,可销售库存,-1,1854,149569249082668219,149569249082668219
LBX0325661713549923,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:35:55,交易出库,可销售库存,-1,1855,136420313668237739,136420313668237739
LBX0325661713550727,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:35:10,交易出库,可销售库存,-1,1857,150541451626139463,150541451626139463
LBX0325661713571329,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:35:10,交易出库,可销售库存,-1,1858,149547492041818427,149547492041818427
LBX0325661713551887,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:35:10,交易出库,可销售库存,-1,1856,150147462408500274,150147462408500274
LBX0325661713551902,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:34:58,交易出库,可销售库存,-1,1859,150704551420894097,150704551420894097
LBX0325661713552725,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:34:47,交易出库,可销售库存,-1,1860,150148947934077380,150148947934077380
LBX0325661713554933,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:34:24,交易出库,可销售库存,-1,1862,150329602565122784,150329602565122784
LBX0325661713575133,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:34:24,交易出库,可销售库存,-1,1861,136178227631269036,136178227631269036
LBX0325661713574250,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:34:13,交易出库,可销售库存,-1,1589,136446046010903051,136446046010903051
LBX0325661713574250,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:34:13,交易出库,可销售库存,-1,1863,136446046010903051,136446046010903051
LBX0325661713554940,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:34:13,交易出库,可销售库存,-1,1864,136370192713664344,136370192713664344
LBX0325661713574253,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:33:28,交易出库,可销售库存,-1,1590,150761528350822078,150761528350822078
LBX0325661713574253,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:33:28,交易出库,可销售库存,-1,1866,150761528350822078,150761528350822078
LBX0325661713559707,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:33:28,交易出库,可销售库存,-1,1865,136375457297645054,136375457297645054
LBX0325661713560592,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:33:16,交易出库,可销售库存,-1,1867,136382403182026731,136382403182026731
LBX0325661713556892,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:33:16,交易出库,可销售库存,-1,1869,136228822147205237,136228822147205237
LBX0325661713557572,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:33:16,交易出库,可销售库存,-1,1868,150225916957385776,150225916957385776
LBX0325661713562647,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:33:05,交易出库,可销售库存,-1,1870,136066701287698635,136066701287698635
LBX0325661713575143,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:53,交易出库,可销售库存,-1,1591,150218217693568469,150218217693568469
LBX0325661713575143,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:53,交易出库,可销售库存,-1,1873,150218217693568469,150218217693568469
LBX0325661713563453,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:53,交易出库,可销售库存,-2,1871,150264195525053490,150264195525053490
LBX0325661713566533,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:53,交易出库,可销售库存,-1,1874,150214942691377663,150214942691377663
LBX0325661713565450,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:42,交易出库,可销售库存,-1,1876,136172038301225053,136172038301225053
LBX0325661713575149,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:42,交易出库,可销售库存,-1,1592,150500821934448285,150500821934448285
LBX0325661713575149,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:42,交易出库,可销售库存,-1,1875,150500821934448285,150500821934448285
LBX0325661713564649,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:42,交易出库,可销售库存,-1,1877,136224035987557941,136224035987557941
LBX0325661713546830,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:42,交易出库,可销售库存,-2,1878,150440928551679874,150440928551679874
LBX0325661713575135,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:19,交易出库,可销售库存,-1,1880,150166613773119761,150166613773119761
LBX0325661713568284,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:32:07,交易出库,可销售库存,-1,1881,136092013953265133,136092013953265133
LBX0325661713566535,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:31:56,交易出库,可销售库存,-1,1882,150251594606238286,150251594606238286
LBX0325661713548800,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:31:44,交易出库,可销售库存,-2,1883,150258387358249621,150258387358249621
LBX0325661713578020,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:31:44,交易出库,可销售库存,-1,1593,136397689002656239,136397689002656239
LBX0325661713578020,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:31:44,交易出库,可销售库存,-1,1885,136397689002656239,136397689002656239
LBX0325661713576115,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:31:21,交易出库,可销售库存,-1,1594,150676885319849494,150676885319849494
LBX0325661713576115,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:31:21,交易出库,可销售库存,-1,1886,150676885319849494,150676885319849494
LBX0325661713553888,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:31:10,交易出库,可销售库存,-1,1888,136190238340269157,136190238340269157
LBX0325661713578021,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:31:10,交易出库,可销售库存,-1,1595,136344376055626040,136344376055626040
LBX0325661713578021,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:31:10,交易出库,可销售库存,-1,1887,136344376055626040,136344376055626040
LBX0325661713574242,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:30:35,交易出库,可销售库存,-1,1890,149483681292182223,149483681292182223
LBX0325661713569331,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:30:35,交易出库,可销售库存,-1,1891,149866078866532901,149866078866532901
LBX0325661713574247,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:30:35,交易出库,可销售库存,-1,1889,150513422973563199,150513422973563199
LBX0325661713567282,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:30:35,交易出库,可销售库存,-1,1892,136055668630808244,136055668630808244
LBX0325661713559709,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:29:59,交易出库,可销售库存,-2,1893,150707096183156676,150707096183156676
LBX0325661713573269,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:29:59,交易出库,可销售库存,-1,1895,149642776875135015,149642776875135015
LBX0325661713570299,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:29:59,交易出库,可销售库存,-1,1896,149554576642461120,149554576642461120
LBX0325661713567285,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:29:47,交易出库,可销售库存,-1,1897,136215184431395745,136215184431395745
LBX0325661713555845,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:29:47,交易出库,可销售库存,-2,1898,149582157762537406,149582157762537406
LBX0325661713569322,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:29:36,交易出库,可销售库存,-1,1900,149857987290553910,149857987290553910
LBX0325661713578023,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:29:36,交易出库,可销售库存,-1,1596,136444085947690951,136444085947690951
LBX0325661713578023,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:29:36,交易出库,可销售库存,-1,1901,136444085947690951,136444085947690951
LBX0325661713572312,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:29:02,交易出库,可销售库存,-1,1902,136048528434013037,136048528434013037
LBX0325661713573265,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:28:51,交易出库,可销售库存,-1,1903,149732042073044821,149732042073044821
LBX0325661713576105,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:28:51,交易出库,可销售库存,-1,1905,150224880749822195,150224880749822195
LBX0325661713575136,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:28:51,交易出库,可销售库存,-1,1904,149704966654769921,149704966654769921
LBX0325661713575142,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:28:06,交易出库,可销售库存,-1,1906,150234346602062199,150234346602062199
LBX0325661713576107,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:13:52,交易出库,可销售库存,-1,1907,149554213529112715,149554213529112715
LBX0325661713557589,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:13:40,交易出库,可销售库存,-2,1908,150153555993700915,150153555993700915
LBX0325661713563446,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:13:17,交易出库,可销售库存,-1,1910,150143738868678470,150143738868678470
LBX0325661713576111,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:13:04,交易出库,可销售库存,-1,1911,136235234009114459,136235234009114459
LBX0325661713577163,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:13:03,交易出库,可销售库存,-1,1913,136320324201096358,136320324201096358
LBX0325661713578013,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:13:03,交易出库,可销售库存,-1,1912,150261840179086292,150261840179086292
LBX0325661713562658,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-20 17:12:38,交易出库,可销售库存,-2,1914,136309573250727335,136309573250727335
LBX0825661708185447,X708390000326,美国果瑞氏无糖蔓越莓果干113.4克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整入库,可销售库存,300,300,TF003611            ,0
