单号,货品编码,货品名称,仓库名称,出入库时间,单据类型,库存类型,出入数量,结存数量,ERP订单号,外部流水号
LBX0825661708185447,XY521074093868,Graceland Fruit 蔓越莓切片果干 226.8克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整入库,可销售库存,300,300,TF003611            ,0
LBX0825661708185447,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整入库,可销售库存,500,500,TF003611            ,0
LBX0825661708185447,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整入库,可销售库存,500,500,TF003611            ,0
LBX0825661708185447,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整入库,可销售库存,300,300,TF003611            ,0
LBX0925661708185446,X708390000326,美国果瑞氏无糖蔓越莓果干113.4克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整出库,可销售库存,-300,0,TF003611            ,0
LBX0925661708185446,XY521074093868,Graceland Fruit 蔓越莓切片果干 226.8克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整出库,可销售库存,-300,0,TF003611            ,0
LBX0925661708185446,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整出库,可销售库存,-500,0,TF003611            ,0
LBX0925661708185446,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整出库,可销售库存,-500,0,TF003611            ,0
LBX0925661708185446,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-19 18:05:04,库存状态调整出库,可销售库存,-300,0,TF003611            ,0
LBX0025661707497734,XY521074093868,Graceland Fruit 蔓越莓切片果干 226.8克,菜鸟上海保税1号仓,2018-04-19 15:15:37,其他入库单,可销售库存,300,300,I1524037746541,0
LBX0025661707497734,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-19 15:15:37,其他入库单,可销售库存,500,500,I1524037746541,0
LBX0025661707497734,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-19 15:15:37,其他入库单,可销售库存,500,500,I1524037746541,0
LBX0025661707497734,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-19 15:15:37,其他入库单,可销售库存,300,300,I1524037746541,0
LBX0025661707497734,X708390000326,美国果瑞氏无糖蔓越莓果干113.4克,菜鸟上海保税1号仓,2018-04-19 15:15:37,其他入库单,可销售库存,300,300,I1524037746541,0
LBX0325661707779679,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:58:51,交易出库,可销售库存,-1,1597,150107815498633199,150107815498633199
LBX0325661707799215,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:58:06,交易出库,可销售库存,-1,1598,150161208130951795,150161208130951795
LBX0325661707893017,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:49:05,交易出库,可销售库存,-1,1599,136050069798135133,136050069798135133
LBX0325661706534566,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:48:31,交易出库,可销售库存,-1,1916,149642807096531829,149642807096531829
LBX0325661706449128,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:47:58,交易出库,可销售库存,-1,1600,149965180041064985,149965180041064985
LBX0325661706449128,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:47:58,交易出库,可销售库存,-1,1917,149965180041064985,149965180041064985
LBX0325661707870631,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:47:47,交易出库,可销售库存,-1,1601,150116829120833782,150116829120833782
LBX0325661707869072,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:47:35,交易出库,可销售库存,-1,1603,150171204354172396,150171204354172396
LBX0325661706550248,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:47:35,交易出库,可销售库存,-1,1602,149973972591364296,149973972591364296
LBX0325661706550248,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:47:35,交易出库,可销售库存,-1,1918,149973972591364296,149973972591364296
LBX0325661707868042,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:47:02,交易出库,可销售库存,-1,1604,150130410285705480,150130410285705480
LBX0325661706496088,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:46:28,交易出库,可销售库存,-2,1605,149913971763031874,149913971763031874
LBX0325661706496088,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:46:28,交易出库,可销售库存,-1,1919,149913971763031874,149913971763031874
LBX0325661707816101,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:46:17,交易出库,可销售库存,-1,1607,150161264698932967,150161264698932967
LBX0325661707805263,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:46:17,交易出库,可销售库存,-1,1608,135976540008683636,135976540008683636
LBX0325661707779798,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:44:57,交易出库,可销售库存,-1,1609,150108403512954881,150108403512954881
LBX0325661706530719,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:44:46,交易出库,可销售库存,-1,1920,135833768486461445,135833768486461445
LBX0325661707694715,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:44:23,交易出库,可销售库存,-1,1921,150092471631383987,150092471631383987
LBX0325661707753272,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:43:27,交易出库,可销售库存,-1,1610,136071546017027650,136071546017027650
LBX0325661707704666,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:43:27,交易出库,可销售库存,-1,1922,150147936403052596,150147936403052596
LBX0325661707706270,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:43:15,交易出库,可销售库存,-1,1611,149629142598699614,149629142598699614
LBX0325661707710699,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:43:04,交易出库,可销售库存,-1,1923,150087429648185993,150087429648185993
LBX0325661707694819,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:43:04,交易出库,可销售库存,-1,1612,150092667668742075,150092667668742075
LBX0325661706794155,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:42:52,交易出库,可销售库存,-1,1613,149666607926336509,149666607926336509
LBX0325661706463003,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:42:41,交易出库,可销售库存,-1,1924,135886045235391030,135886045235391030
LBX0325661707722912,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:42:06,交易出库,可销售库存,-1,1925,136068970716528057,136068970716528057
LBX0325661706798312,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:42:06,交易出库,可销售库存,-1,1614,135919897024304854,135919897024304854
LBX0325661707689826,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:41:55,交易出库,可销售库存,-1,1615,150085357695262165,150085357695262165
LBX0325661706437142,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:40:56,交易出库,可销售库存,-1,1926,149482870843391927,149482870843391927
LBX0325661706544044,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:40:45,交易出库,可销售库存,-1,1616,149642331106127013,149642331106127013
LBX0325661706491088,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:40:22,交易出库,可销售库存,-1,1927,149487574125539123,149487574125539123
LBX0325661706535673,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:40:11,交易出库,可销售库存,-1,1617,149914249957090669,149914249957090669
LBX0325661706476059,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:40:00,交易出库,可销售库存,-1,1618,149328140914079922,149328140914079922
LBX0325661706452620,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:39:48,交易出库,可销售库存,-1,1620,149330604171738205,149330604171738205
LBX0325661706438573,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:39:48,交易出库,可销售库存,-1,1619,149963136627330979,149963136627330979
LBX0325661706522842,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:39:36,交易出库,可销售库存,-1,1621,149918479815876996,149918479815876996
LBX0325661706463575,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-19 07:39:23,交易出库,可销售库存,-2,1622,149636927283643024,149636927283643024
LBX0325661706451281,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:52:30,交易出库,可销售库存,-1,1624,149911871304991661,149911871304991661
LBX0325661706447344,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:52:19,交易出库,可销售库存,-1,1625,135885765369005852,135885765369005852
LBX0325661706409746,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:20:37,交易出库,可销售库存,-1,1626,149917862828709390,149917862828709390
LBX0325661706409496,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:18:33,交易出库,可销售库存,-1,1627,149909771015296480,149909771015296480
LBX0325661706397948,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:17:59,交易出库,可销售库存,-1,1628,149919682058921499,149919682058921499
LBX0325661706410927,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:17:25,交易出库,可销售库存,-1,1629,149909155574697597,149909155574697597
LBX0325661706411928,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:17:14,交易出库,可销售库存,-1,1630,149962380549707399,149962380549707399
LBX0325661706418375,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:16:40,交易出库,可销售库存,-1,1631,149482366982660310,149482366982660310
LBX0325661706422776,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:15:30,交易出库,可销售库存,-1,1632,135980743801964135,135980743801964135
LBX0325661706424273,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:15:08,交易出库,可销售库存,-1,1633,149303837585893803,149303837585893803
LBX0325661706425393,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:12:17,交易出库,可销售库存,-1,1634,135981079497236244,135981079497236244
LBX0325661706429014,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:11:54,交易出库,可销售库存,-1,1635,149483598126437702,149483598126437702
LBX0325661706430682,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:09:38,交易出库,可销售库存,-1,1636,149906297115591477,149906297115591477
LBX0325661707589872,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:08:40,交易出库,可销售库存,-1,1637,149616598155382513,149616598155382513
LBX0325661706433263,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:08:18,交易出库,可销售库存,-1,1638,135884001670775134,135884001670775134
LBX0325661707599792,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:07:09,交易出库,可销售库存,-1,1928,136109067924405037,136109067924405037
LBX0325661707599792,708390000210,GracelandFruit莓果橙皮 混合果干 454克,菜鸟上海保税1号仓,2018-04-18 19:07:09,交易出库,可销售库存,-1,44,136109067924405037,136109067924405037
LBX0325661707599792,XY521068155265,Graceland Fruit 整粒蔓越莓果干 1000克,菜鸟上海保税1号仓,2018-04-18 19:07:09,交易出库,可销售库存,-1,63,136109067924405037,136109067924405037
LBX0325661707597613,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:05:37,交易出库,可销售库存,-1,1639,149462232505612907,149462232505612907
LBX0325661706434464,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:05:36,交易出库,可销售库存,-1,1640,149909351922144672,149909351922144672
LBX0325661707608601,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:05:12,交易出库,可销售库存,-1,1641,150130996815247868,150130996815247868
LBX0325661707608301,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:05:12,交易出库,可销售库存,-1,1642,136016581320516551,136016581320516551
LBX0325661706437325,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 19:04:37,交易出库,可销售库存,-1,1643,149328532592051813,149328532592051813
LBX0325661706455399,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:59:36,交易出库,可销售库存,-1,1644,149306049761391406,149306049761391406
LBX0325661706458426,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:58:39,交易出库,可销售库存,-1,1645,149921082686913191,149921082686913191
LBX0325661706458848,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:58:28,交易出库,可销售库存,-1,1646,149961680263488068,149961680263488068
LBX0325661706482436,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:58:05,交易出库,可销售库存,-1,1647,149637907191944724,149637907191944724
LBX0325661706488511,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:55:48,交易出库,可销售库存,-1,1648,149916351095936670,149916351095936670
LBX0325661706502536,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:54:39,交易出库,可销售库存,-1,1649,135987043149929454,135987043149929454
LBX0325661706506999,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:52:56,交易出库,可销售库存,-1,1650,149919599022426880,149919599022426880
LBX0325661706505150,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:52:34,交易出库,可销售库存,-1,1651,149908705984571366,149908705984571366
LBX0325661706516680,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:51:02,交易出库,可销售库存,-1,1652,149908371938218172,149908371938218172
LBX0325661706527076,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:49:09,交易出库,可销售库存,-1,1653,149333628791542323,149333628791542323
LBX0325661706397613,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:41:53,交易出库,可销售库存,-1,1929,135883329171894744,135883329171894744
LBX0325661706440245,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:36:04,交易出库,可销售库存,-1,1654,135926478746539345,135926478746539345
LBX0325661706440245,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:36:04,交易出库,可销售库存,-1,1930,135926478746539345,135926478746539345
LBX0325661707570433,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-18 18:23:17,交易出库,可销售库存,-3,1656,150084546521560779,150084546521560779
